Program,Solarize CT, Date of Application,Completed,Electric Utility,County,Municipality, Zip Code,Contractor,System Owner,System Financing,System Size (kW STC),Total System Costs,Total Incentive  Approved, Estimated Annual Production  (kWh) 
PBI,No,2/13/2018,4/25/2018,Eversource Energy,Hartford,West Hartford,06119,Trinity Solar,Sunnova,PPA,2.95,"$11,200.76",$731.08," 3,359 "
PBI,No,2/13/2018,Pending,Eversource Energy,New Haven,Waterbury,06704,Trinity Solar,Sunnova,PPA,15.05,"$60,822.10","$2,777.19"," 17,133 "
PBI,No,2/13/2018,4/11/2018,Eversource Energy,New London,Waterford,06385,Trinity Solar,Sunnova,PPA,8.56,"$28,197.89","$1,847.06"," 9,742 "
PBI,No,2/13/2018,Pending,United Illuminating,New Haven,Milford,06460,Vivint Solar,Vivint Solar,PPA,5.80,"$23,447.53","$1,425.41"," 6,605 "
PBI,No,2/13/2018,Pending,United Illuminating,Fairfield,Stratford,06614,Vivint Solar,Vivint Solar,PPA,6.16,"$24,902.90","$1,204.95"," 7,015 "
LMI PBI,No,2/13/2018,Pending,Eversource Energy,Middlesex,Portland,06480,PosiGen,PosiGen,Lease,6.27,"$25,347.59","$3,288.65"," 7,140 "
PBI,No,2/13/2018,3/19/2018,Eversource Energy,Hartford,Manchester,06040,Trinity Solar,Sunnova,PPA,7.97,"$28,655.55","$1,833.37"," 9,071 "
PBI,No,2/13/2018,4/30/2018,United Illuminating,New Haven,North Haven,06473,Trinity Solar,Sunnova,PPA,7.97,"$25,089.75","$1,428.14"," 9,071 "
PBI,No,2/13/2018,4/9/2018,Eversource Energy,Hartford,New Britain,06053,Trinity Solar,Sunrun,Lease,2.95,"$8,923.77",$705.57," 3,359 "
PBI,No,2/13/2018,3/29/2018,Eversource Energy,New Haven,Beacon Falls,06403,Trinity Solar,Sunnova,PPA,10.92,"$32,163.70","$2,128.49"," 12,430 "
PBI,No,2/13/2018,Pending,Eversource Energy,Hartford,West Hartford,06110,Trinity Solar,Sunnova,PPA,5.90,"$23,851.80","$1,410.27"," 6,719 "
PBI,No,2/13/2018,Pending,Eversource Energy,Hartford,Manchester,06042,Sunrun,Sunrun,Lease,8.27,"$33,432.95","$1,706.42"," 9,418 "
PBI,No,2/13/2018,4/26/2018,Eversource Energy,New Haven,Waterbury,06708,Trinity Solar,Sunnova,PPA,10.33,"$33,162.86","$2,070.22"," 11,758 "
PBI,No,2/13/2018,5/25/2018,United Illuminating,New Haven,Orange,06477,Trinity Solar,Sunnova,PPA,9.74,"$36,166.03","$2,263.94"," 11,086 "
PBI,No,2/13/2018,Pending,Eversource Energy,New London,Waterford,06385,Trinity Solar,Sunnova,PPA,9.44,"$38,162.88","$2,156.26"," 10,750 "
PBI,No,2/13/2018,5/8/2018,Eversource Energy,Hartford,West Hartford,06117,Trinity Solar,Sunnova,PPA,6.49,"$24,013.00","$1,494.08"," 7,391 "
PBI,No,2/13/2018,5/10/2018,Eversource Energy,New London,Waterford,06385,Trinity Solar,Sunnova,PPA,6.20,"$24,487.70","$1,587.01"," 7,055 "
PBI,No,2/13/2018,5/11/2018,United Illuminating,New Haven,Orange,06477,Trinity Solar,Sunnova,PPA,10.03,"$33,205.14","$1,873.20"," 11,422 "
PBI,No,2/13/2018,6/21/2018,United Illuminating,New Haven,North Haven,06473,Trinity Solar,Sunnova,PPA,5.61,"$20,738.51","$1,356.36"," 6,383 "
PBI,No,2/13/2018,Pending,Eversource Energy,Fairfield,Brookfield,06804,Trinity Solar,Sunnova,PPA,6.20,"$25,044.39","$1,210.55"," 7,055 "
PBI,No,2/13/2018,Pending,United Illuminating,New Haven,New Haven,06515,Trinity Solar,Sunnova,PPA,7.08,"$28,622.16","$1,885.40"," 8,063 "
PBI,No,2/13/2018,5/7/2018,United Illuminating,Fairfield,Shelton,06484,Trinity Solar,Sunnova,PPA,6.20,"$25,754.80","$1,446.59"," 7,055 "
PBI,No,2/13/2018,4/30/2018,United Illuminating,New Haven,East Haven,06512,Trinity Solar,Sunnova,PPA,5.89,"$18,963.10","$1,176.35"," 6,702 "
PBI,No,2/13/2018,5/30/2018,Eversource Energy,Hartford,New Britain,06053,Trinity Solar,Sunnova,PPA,4.43,"$17,123.83","$1,080.73"," 5,039 "
PBI,No,2/13/2018,Pending,United Illuminating,New Haven,New Haven,06515,Trinity Solar,Sunnova,PPA,7.08,"$28,622.16","$1,561.46"," 8,063 "
PBI,No,2/13/2018,6/12/2018,United Illuminating,New Haven,North Haven,06473,Trinity Solar,Sunnova,PPA,7.97,"$27,969.88","$1,676.19"," 9,071 "
PBI,No,2/13/2018,4/24/2018,Eversource Energy,Middlesex,Middletown,06457,Trinity Solar,Sunnova,PPA,7.08,"$29,418.55","$1,946.63"," 8,063 "
PBI,No,2/13/2018,6/6/2018,Eversource Energy,Hartford,Southington,06479,Trinity Solar,Sunnova,PPA,8.56,"$28,008.06","$1,893.33"," 9,742 "
PBI,No,2/13/2018,5/8/2018,Eversource Energy,New London,Waterford,06385,Trinity Solar,Sunnova,PPA,7.38,"$27,100.97","$1,760.78"," 8,399 "
PBI,No,2/13/2018,Pending,United Illuminating,Fairfield,Stratford,06614,Trinity Solar,Sunnova,PPA,19.77,"$79,903.54","$3,999.35"," 22,508 "
PBI,No,2/13/2018,Pending,Eversource Energy,Hartford,Hartford,06120,Trinity Solar,Sunnova,PPA,5.02,"$20,274.03","$1,177.57"," 5,711 "
PBI,No,2/13/2018,Pending,Eversource Energy,Fairfield,Westport,06880,Trinity Solar,Sunnova,PPA,14.46,"$58,436.92","$3,046.80"," 16,461 "
PBI,No,2/13/2018,5/17/2018,Eversource Energy,New London,Stonington,06355,Trinity Solar,Sunnova,PPA,12.98,"$52,212.46","$3,236.42"," 14,782 "
PBI,No,2/13/2018,4/9/2018,United Illuminating,New Haven,East Haven,06513,Trinity Solar,Sunrun,Lease,9.44,"$30,030.06","$2,196.95"," 10,750 "
PBI,No,2/13/2018,6/8/2018,United Illuminating,New Haven,East Haven,06512,Trinity Solar,Sunnova,PPA,4.43,"$14,992.95",$945.32," 5,039 "
PBI,No,2/13/2018,4/18/2018,Eversource Energy,New Haven,Waterbury,06704,Trinity Solar,Sunnova,PPA,6.09,"$20,591.22","$1,248.94"," 6,935 "
PBI,No,2/13/2018,5/16/2018,United Illuminating,Fairfield,Stratford,06614,Trinity Solar,Sunnova,PPA,7.97,"$33,054.75","$2,086.42"," 9,071 "
PBI,No,2/13/2018,4/26/2018,United Illuminating,New Haven,North Haven,06473,Trinity Solar,Sunnova,PPA,7.38,"$30,488.47","$2,007.60"," 8,399 "
PBI,No,2/13/2018,5/29/2018,Eversource Energy,Hartford,Enfield,06082,Trinity Solar,Sunnova,PPA,6.20,"$25,389.93","$1,611.89"," 7,055 "
PBI,No,2/13/2018,Pending,United Illuminating,Fairfield,Trumbull,06611,Trinity Solar,Sunnova,PPA,7.38,"$29,814.75","$1,331.46"," 8,399 "
PBI,No,2/13/2018,5/2/2018,United Illuminating,Fairfield,Shelton,06484,Trinity Solar,Sunnova,PPA,12.10,"$48,297.38","$2,975.11"," 13,774 "
PBI,No,2/13/2018,4/11/2018,Eversource Energy,New London,Stonington,06379,Trinity Solar,Sunnova,PPA,4.13,"$14,042.00",$923.76," 4,703 "
PBI,No,2/13/2018,Pending,United Illuminating,New Haven,West Haven,06516,Vivint Solar,Vivint Solar,PPA,7.84,"$31,694.60","$1,509.40"," 8,928 "
EPBB,No,2/14/2018,Pending,Eversource Energy,Fairfield,New Fairfield,06812,SolarCity,Does Not Apply,Other Homeowner Purchase,10.71,"$58,407.50","$3,084.00"," 12,197 "
PBI,No,2/14/2018,4/19/2018,Eversource Energy,Hartford,Bristol,06010,Trinity Solar,Sunnova,PPA,10.33,"$38,737.14","$2,682.26"," 11,758 "
PBI,No,2/14/2018,5/31/2018,Eversource Energy,Hartford,Enfield,06082,Trinity Solar,Sunnova,PPA,3.84,"$12,327.84",$774.83," 4,367 "
PBI,No,2/14/2018,Pending,Eversource Energy,Hartford,Southington,06489,Trinity Solar,Sunrun,Lease,7.96,"$32,179.72","$1,609.37"," 9,065 "
EPBB,No,2/14/2018,5/23/2018,Eversource Energy,Fairfield,Norwalk,06851,Trinity Solar,Does Not Apply,Other Homeowner Purchase,13.28,"$48,453.75","$5,499.00"," 15,118 "
EPBB,No,2/15/2018,6/12/2018,United Illuminating,New Haven,New Haven,06512,Trinity Solar,Does Not Apply,Other Homeowner Purchase,5.90,"$22,833.00","$2,503.00"," 6,719 "
PBI,No,2/15/2018,5/23/2018,Eversource Energy,Hartford,New Britain,06052,Trinity Solar,Sunrun,Lease,2.36,"$7,818.67",$565.57," 2,688 "
PBI,No,2/15/2018,5/29/2018,Eversource Energy,Litchfield,Torrington,06790,Trinity Solar,Sunnova,PPA,10.33,"$30,962.13","$2,167.48"," 11,758 "
PBI,No,2/15/2018,5/29/2018,United Illuminating,New Haven,Milford,06461,Trinity Solar,Sunnova,PPA,7.97,"$33,054.75","$1,974.21"," 9,071 "
PBI,No,2/15/2018,5/7/2018,United Illuminating,New Haven,North Haven,06473,Trinity Solar,Sunnova,PPA,7.97,"$33,054.75","$2,232.41"," 9,071 "
PBI,No,2/15/2018,6/6/2018,Eversource Energy,Hartford,Marlborough,06447,Trinity Solar,Sunnova,PPA,15.34,"$56,149.20","$2,906.44"," 17,469 "
EPBB,No,2/15/2018,5/8/2018,Eversource Energy,Windham,Windham,06256,Sunlight Solar Energy,Does Not Apply,Other Homeowner Purchase,4.69,"$16,743.00","$2,004.00"," 5,341 "
PBI,No,2/15/2018,4/9/2018,Eversource Energy,Hartford,New Britain,06053,Trinity Solar,Sunnova,PPA,5.90,"$22,730.80","$1,358.88"," 6,719 "
PBI,No,2/15/2018,5/2/2018,Eversource Energy,Hartford,West Hartford,06110,Trinity Solar,Sunnova,PPA,8.56,"$27,510.45","$1,774.47"," 9,742 "
PBI,No,2/15/2018,6/12/2018,Eversource Energy,New Haven,Naugatuck,06770,Trinity Solar,Sunnova,PPA,8.26,"$30,714.49","$1,949.33"," 9,406 "
PBI,No,2/15/2018,2/16/2018,Eversource Energy,Litchfield,Thomaston,06787,Trinity Solar,Sunnova,PPA,13.34,"$44,443.99","$3,410.55"," 15,192 "
PBI,No,2/15/2018,6/11/2018,Eversource Energy,Hartford,Southington,06479,Trinity Solar,Sunnova,PPA,7.08,"$20,886.00","$1,317.58"," 8,063 "
EPBB,No,2/16/2018,3/14/2018,Eversource Energy,Hartford,Newington,06111,EcoSmart Home Services,Does Not Apply,Smart-E Loan,3.35,"$11,655.00","$1,357.00"," 3,815 "
EPBB,No,2/20/2018,Pending,Eversource Energy,New Haven,Meriden,06451,SolarCity,Does Not Apply,Other Homeowner Purchase,5.20,"$26,343.99","$2,258.00"," 5,922 "
PBI,No,2/20/2018,Pending,Eversource Energy,Fairfield,Weston,06883,PosiGen,PosiGen,Lease,8.55,"$34,564.90","$1,534.70"," 9,737 "
LMI PBI,No,2/20/2018,Pending,United Illuminating,Fairfield,Stratford,06614,PosiGen,PosiGen,Lease,6.27,"$25,347.59","$3,288.65"," 7,140 "
LMI PBI,No,2/20/2018,Pending,United Illuminating,Fairfield,Stratford,06615,PosiGen,PosiGen,Lease,8.55,"$34,564.90","$4,384.87"," 9,737 "
PBI,No,2/20/2018,6/6/2018,Eversource Energy,New London,Groton,06340,Earthlight Technologies,SunPower Capital,Lease,9.36,"$33,696.00","$2,045.54"," 10,659 "
PBI,No,2/20/2018,Pending,United Illuminating,Fairfield,Bridgeport,06606,Vivint Solar,Vivint Solar,PPA,2.24,"$9,055.60",$511.01," 2,551 "
PBI,No,2/20/2018,Pending,United Illuminating,New Haven,West Haven,06516,Vivint Solar,Vivint Solar,PPA,7.54,"$30,481.80","$1,183.17"," 8,587 "
EPBB,No,2/20/2018,6/14/2018,Eversource Energy,Fairfield,Greenwich,06878,Vivint Solar,Vivint Solar,PPA,6.38,"$26,485.60","$2,013.00"," 7,266 "
PBI,No,2/20/2018,Pending,Eversource Energy,Hartford,Southington,06489,Vivint Solar,Vivint Solar,PPA,17.64,"$71,312.85","$3,248.39"," 20,088 "
PBI,No,2/20/2018,Pending,Eversource Energy,Windham,Killingly,06239,Vivint Solar,Vivint Solar,PPA,9.80,"$39,618.25","$2,017.72"," 11,160 "
PBI,No,2/20/2018,Pending,United Illuminating,Fairfield,Stratford,06615,Vivint Solar,Vivint Solar,PPA,10.15,"$41,033.19","$1,964.01"," 11,559 "
PBI,No,2/20/2018,Pending,United Illuminating,Fairfield,Stratford,06615,Vivint Solar,Vivint Solar,PPA,4.48,"$18,111.20",$919.16," 5,102 "
PBI,No,2/20/2018,Pending,United Illuminating,New Haven,West Haven,06516,Vivint Solar,Vivint Solar,PPA,7.28,"$29,430.70","$1,671.79"," 8,290 "
PBI,No,2/20/2018,Pending,Eversource Energy,Litchfield,Plymouth,06786,Vivint Solar,Vivint Solar,PPA,10.92,"$44,146.05","$2,172.23"," 12,436 "
PBI,No,2/20/2018,4/25/2018,Eversource Energy,Hartford,Rocky Hill,06067,Sunrun,Sunrun,Lease,8.25,"$19,563.00","$1,782.97"," 9,395 "
PBI,No,2/20/2018,Pending,United Illuminating,Fairfield,Trumbull,06611,Trinity Solar,Sunnova,PPA,5.31,"$21,466.62","$1,044.43"," 6,047 "
PBI,No,2/20/2018,Pending,United Illuminating,New Haven,Milford,06460,Vivint Solar,Vivint Solar,PPA,8.96,"$36,222.40","$1,924.81"," 10,204 "
EPBB,No,2/20/2018,Pending,Eversource Energy,New Haven,Madison,06443,Aegis Electrical Systems,Does Not Apply,Other Homeowner Purchase,16.20,"$52,639.00","$6,705.00"," 18,449 "
PBI,No,2/20/2018,Pending,Eversource Energy,Middlesex,East Haddam,06423,Sunrun,Sunrun,Lease,10.23,"$41,356.60","$1,869.02"," 11,650 "
PBI,No,2/20/2018,5/23/2018,United Illuminating,New Haven,North Haven,06473,Trinity Solar,Sunnova,PPA,12.39,"$42,959.44","$2,516.54"," 14,110 "
PBI,No,2/20/2018,Pending,Eversource Energy,Fairfield,Danbury,06811,Vivint Solar,Vivint Solar,PPA,6.38,"$25,792.29","$1,237.72"," 7,266 "
PBI,No,2/20/2018,Pending,Eversource Energy,Hartford,Manchester,06040,Vivint Solar,Vivint Solar,PPA,4.20,"$16,979.25",$868.14," 4,783 "
PBI,No,2/20/2018,Pending,United Illuminating,New Haven,Hamden,06514,Vivint Solar,Vivint Solar,PPA,4.06,"$16,413.27",$790.79," 4,624 "
PBI,No,2/20/2018,Pending,United Illuminating,New Haven,Hamden,06514,Vivint Solar,Vivint Solar,PPA,13.72,"$55,465.55","$2,454.28"," 15,624 "
PBI,No,2/20/2018,Pending,United Illuminating,New Haven,East Haven,06512,Vivint Solar,Vivint Solar,PPA,14.56,"$58,861.40","$3,015.90"," 16,581 "
PBI,No,2/20/2018,Pending,Eversource Energy,Tolland,Somers,06071,Vivint Solar,Vivint Solar,PPA,10.08,"$40,750.20","$2,177.00"," 11,479 "
PBI,No,2/20/2018,Pending,Eversource Energy,Hartford,Hartford,06105,Sunrun,Sunrun,Lease,6.84,"$27,651.92","$1,414.62"," 7,789 "
PBI,No,2/20/2018,Pending,United Illuminating,New Haven,Hamden,06517,Vivint Solar,Vivint Solar,PPA,4.20,"$16,979.25",$784.35," 4,783 "
PBI,No,2/20/2018,Pending,United Illuminating,New Haven,Hamden,06514,Vivint Solar,Vivint Solar,PPA,10.08,"$40,750.20","$2,184.46"," 11,479 "
PBI,No,2/20/2018,Pending,Eversource Energy,Hartford,East Hartford,06118,Vivint Solar,Vivint Solar,PPA,16.52,"$66,785.05","$3,167.51"," 18,813 "
PBI,No,2/20/2018,Pending,Eversource Energy,Windham,Killingly,06239,Sunrun,Sunrun,Lease,11.12,"$44,954.58","$2,157.51"," 12,663 "
PBI,No,2/20/2018,4/21/2018,Eversource Energy,New London,Groton,06355,Sunrun,Sunrun,Lease,6.27,"$12,975.00","$1,151.89"," 7,140 "
PBI,No,2/20/2018,3/28/2018,Eversource Energy,Litchfield,Plymouth,06786,Sunrun,Sunrun,Lease,8.91,"$15,761.00","$1,977.75"," 10,147 "
PBI,No,2/20/2018,Pending,Eversource Energy,New Haven,Waterbury,06705,Vivint Solar,Vivint Solar,PPA,6.96,"$28,137.04","$1,558.55"," 7,926 "
PBI,No,2/20/2018,Pending,United Illuminating,Fairfield,Bridgeport,06606,Sunrun,Sunrun,Lease,5.13,"$20,738.94","$1,363.81"," 5,842 "
PBI,No,2/20/2018,Pending,Eversource Energy,Hartford,Bristol,06010,Vivint Solar,Vivint Solar,PPA,11.31,"$45,722.69","$2,404.92"," 12,880 "
PBI,No,2/20/2018,Pending,Eversource Energy,Hartford,Berlin,06037,Vivint Solar,Vivint Solar,PPA,10.44,"$42,205.56","$1,964.63"," 11,889 "
EPBB,No,2/20/2018,Pending,Eversource Energy,New Haven,Guilford,06437,Aegis Electrical Systems,Does Not Apply,Other Homeowner Purchase,13.68,"$38,304.00","$3,202.00"," 15,579 "
PBI,No,2/20/2018,Pending,United Illuminating,New Haven,Orange,06477,Trinity Solar,Sunnova,PPA,8.26,"$33,392.52","$1,377.71"," 9,406 "
PBI,No,2/20/2018,4/27/2018,Eversource Energy,Hartford,Enfield,06082,Trinity Solar,Sunrun,Lease,15.93,"$47,742.20","$3,380.76"," 18,141 "
LMI PBI,No,2/20/2018,Pending,United Illuminating,New Haven,New Haven,06519,PosiGen,PosiGen,Lease,8.55,"$34,564.90","$4,384.87"," 9,737 "
LMI PBI,No,2/20/2018,Pending,Eversource Energy,Hartford,Manchester,06040,PosiGen,PosiGen,Lease,8.55,"$34,564.90","$4,384.87"," 9,737 "
LMI PBI,No,2/20/2018,Pending,United Illuminating,Fairfield,Bridgeport,06606,PosiGen,PosiGen,Lease,4.56,"$18,434.61","$2,466.19"," 5,193 "
LMI PBI,No,2/20/2018,Pending,United Illuminating,Fairfield,Bridgeport,06607,PosiGen,PosiGen,Lease,8.55,"$34,564.90","$4,384.87"," 9,737 "
LMI PBI,No,2/20/2018,Pending,United Illuminating,New Haven,Hamden,06514,PosiGen,PosiGen,Lease,6.27,"$25,347.59","$3,288.65"," 7,140 "
LMI PBI,No,2/20/2018,Pending,United Illuminating,New Haven,Hamden,06514,PosiGen,PosiGen,Lease,8.55,"$34,564.90","$4,384.87"," 9,737 "
LMI PBI,No,2/20/2018,Pending,United Illuminating,Fairfield,Stratford,06615,PosiGen,PosiGen,Lease,8.55,"$34,564.90","$4,384.87"," 9,737 "
PBI,No,2/20/2018,4/4/2018,Eversource Energy,Hartford,West Hartford,06110,Trinity Solar,Sunnova,PPA,4.72,"$15,818.00",$988.86," 5,375 "
PBI,No,2/20/2018,Pending,United Illuminating,Fairfield,Trumbull,06611,Trinity Solar,Sunnova,PPA,5.02,"$20,274.03","$1,314.25"," 5,711 "
EPBB,No,2/20/2018,6/5/2018,Eversource Energy,Hartford,Bristol,06010,Sunlight Solar Energy,Does Not Apply,Other Homeowner Purchase,6.03,"$19,658.00","$2,555.00"," 6,867 "
LMI PBI,No,2/20/2018,Pending,Eversource Energy,Windham,Plainfield,06374,PosiGen,PosiGen,Lease,8.55,"$34,564.90","$4,384.87"," 9,737 "
PBI,No,2/20/2018,Pending,Eversource Energy,Middlesex,Middletown,06457,PosiGen,PosiGen,Lease,8.55,"$34,564.90","$1,534.70"," 9,737 "
LMI PBI,No,2/20/2018,Pending,Eversource Energy,Litchfield,Plymouth,06786,PosiGen,PosiGen,Lease,8.55,"$34,564.90","$4,384.87"," 9,737 "
EPBB,No,2/21/2018,Pending,Eversource Energy,Hartford,West Hartford,06107,SolarCity,Does Not Apply,Other Homeowner Purchase,8.70,"$38,059.00","$3,618.00"," 9,908 "
EPBB,No,2/21/2018,4/17/2018,Eversource Energy,Hartford,Wethersfield,06109,SolarCity,Does Not Apply,Other Homeowner Purchase,6.83,"$36,559.00","$2,180.00"," 7,772 "
EPBB,No,2/21/2018,Pending,United Illuminating,New Haven,Milford,06460,Vivint Solar,Does Not Apply,Other Homeowner Purchase,5.80,"$29,000.00","$2,426.00"," 6,605 "
EPBB,No,2/21/2018,Pending,United Illuminating,New Haven,Milford,06460,Vivint Solar,Does Not Apply,Other Homeowner Purchase,5.80,"$29,000.00","$2,444.00"," 6,605 "
EPBB,No,2/21/2018,Pending,United Illuminating,New Haven,Milford,06460,Vivint Solar,Does Not Apply,Other Homeowner Purchase,6.38,"$27,434.00","$1,959.00"," 7,266 "
EPBB,No,2/21/2018,Pending,United Illuminating,New Haven,New Haven,06519,Vivint Solar,Does Not Apply,Other Homeowner Purchase,5.22,"$26,100.00","$1,041.00"," 5,945 "
EPBB,No,2/21/2018,Pending,United Illuminating,New Haven,Orange,06477,Ross Solar,Does Not Apply,Other Homeowner Purchase,5.76,"$24,500.00","$2,154.00"," 6,559 "
PBI,No,2/21/2018,4/4/2018,Eversource Energy,Middlesex,Clinton,06413,Trinity Solar,Sunnova,PPA,4.72,"$13,929.35",$822.12," 5,375 "
PBI,No,2/21/2018,5/14/2018,United Illuminating,New Haven,Hamden,06518,C-TEC Solar,SunPower Capital,Lease,7.92,"$28,591.20","$1,712.27"," 9,019 "
EPBB,No,2/21/2018,Pending,Eversource Energy,Hartford,Hartland,06027,Ross Solar,Does Not Apply,Other Homeowner Purchase,10.53,"$33,500.00","$3,003.00"," 11,992 "
EPBB,No,2/21/2018,4/11/2018,Eversource Energy,Hartford,Granby,06035,C-TEC Solar,Does Not Apply,Other Homeowner Purchase,10.80,"$39,636.00","$4,675.00"," 12,299 "
EPBB,No,2/21/2018,5/7/2018,Eversource Energy,Fairfield,Westport,06880,Ross Solar,Does Not Apply,Other Homeowner Purchase,12.40,"$40,780.00","$5,008.00"," 14,115 "
PBI,No,2/21/2018,Pending,Eversource Energy,Fairfield,Stamford,06905,Vivint Solar,Vivint Solar,PPA,12.88,"$52,069.70","$2,767.86"," 14,668 "
PBI,No,2/21/2018,Pending,Eversource Energy,Litchfield,Plymouth,06786,Vivint Solar,Vivint Solar,PPA,14.56,"$58,861.40","$2,983.34"," 16,581 "
EPBB,No,2/22/2018,Pending,Eversource Energy,New Haven,Waterbury,06705,Vivint Solar,Does Not Apply,Other Homeowner Purchase,4.35,"$28,034.38","$1,811.00"," 4,954 "
PBI,No,2/22/2018,5/21/2018,Eversource Energy,Hartford,New Britain,06053,Trinity Solar,Sunnova,PPA,4.72,"$15,141.67",$899.68," 5,375 "
EPBB,No,2/22/2018,Pending,United Illuminating,Fairfield,Shelton,06484,Vivint Solar,Does Not Apply,Other Homeowner Purchase,9.57,"$27,278.80","$4,020.00"," 10,898 "
PBI,No,2/22/2018,Pending,United Illuminating,New Haven,Milford,06460,Vivint Solar,Vivint Solar,PPA,5.22,"$21,102.78","$1,017.05"," 5,945 "
PBI,No,2/22/2018,6/7/2018,Eversource Energy,New London,Stonington,06355,Trinity Solar,Sunnova,PPA,12.98,"$43,999.67","$2,822.26"," 14,782 "
EPBB,No,2/22/2018,6/1/2018,Eversource Energy,Hartford,Plainville,06062,Vivint Solar,Vivint Solar,PPA,3.36,"$14,043.20","$1,375.00"," 3,826 "
PBI,No,2/22/2018,Pending,Eversource Energy,Hartford,East Hartford,06118,Trinity Solar,Sunnova,PPA,6.20,"$25,044.39","$1,269.45"," 7,055 "
PBI,No,2/22/2018,5/21/2018,Eversource Energy,Hartford,East Hartford,06108,Trinity Solar,Sunnova,PPA,2.95,"$11,602.17",$737.49," 3,359 "
PBI,No,2/22/2018,Pending,United Illuminating,New Haven,Milford,06461,Vivint Solar,Vivint Solar,PPA,19.60,"$79,236.50","$4,414.97"," 22,320 "
PBI,No,2/22/2018,Pending,United Illuminating,New Haven,North Branford,06471,Vivint Solar,Vivint Solar,PPA,12.47,"$50,412.20","$2,106.90"," 14,201 "
PBI,No,2/22/2018,Pending,Eversource Energy,Fairfield,Newtown,06470,Vivint Solar,Vivint Solar,PPA,8.12,"$32,826.55","$1,304.08"," 9,247 "
PBI,No,2/22/2018,Pending,United Illuminating,New Haven,West Haven,06516,Vivint Solar,Vivint Solar,PPA,7.56,"$30,562.65","$1,884.16"," 8,609 "
PBI,No,2/22/2018,Pending,Eversource Energy,Middlesex,East Haddam,06469,Trinity Solar,Sunrun,Lease,7.98,"$32,260.57","$1,687.55"," 9,088 "
PBI,No,2/22/2018,4/27/2018,Eversource Energy,Hartford,Windsor,06095,Trinity Solar,Sunnova,PPA,2.36,"$9,303.88",$651.21," 2,688 "
PBI,No,2/22/2018,4/27/2018,Eversource Energy,Hartford,Windsor,06095,Trinity Solar,Sunnova,PPA,5.31,"$20,933.78","$1,464.02"," 6,047 "
PBI,No,2/23/2018,5/15/2018,Eversource Energy,Middlesex,Killingworth,06419,Trinity Solar,Sunnova,PPA,16.23,"$50,291.20","$3,099.74"," 18,477 "
PBI,No,2/23/2018,Pending,United Illuminating,Fairfield,Bridgeport,06606,Trinity Solar,Sunnova,PPA,5.90,"$23,851.80","$1,645.04"," 6,719 "
PBI,No,2/23/2018,5/26/2018,United Illuminating,New Haven,New Haven,06513,Trinity Solar,Sunnova,PPA,7.38,"$24,024.28","$1,442.25"," 8,399 "
PBI,No,2/23/2018,5/15/2018,Eversource Energy,Hartford,New Britain,06052,Trinity Solar,Sunnova,PPA,7.38,"$30,486.83","$2,028.53"," 8,399 "
PBI,No,2/23/2018,Pending,United Illuminating,New Haven,New Haven,06515,Trinity Solar,Sunnova,PPA,3.54,"$14,311.08",$769.63," 4,031 "
PBI,No,2/23/2018,5/21/2018,Eversource Energy,Hartford,New Britain,06053,Trinity Solar,Sunnova,PPA,7.97,"$29,004.86","$1,849.58"," 9,071 "
PBI,No,2/23/2018,4/30/2018,Eversource Energy,Hartford,Windsor,06095,Trinity Solar,Sunnova,PPA,10.62,"$44,031.75","$2,939.83"," 12,094 "
PBI,No,2/23/2018,4/23/2018,Eversource Energy,Hartford,New Britain,06051,Trinity Solar,Sunnova,PPA,4.72,"$19,084.41","$1,115.59"," 5,375 "
PBI,No,2/23/2018,5/29/2018,United Illuminating,New Haven,Orange,06477,Trinity Solar,Sunnova,PPA,14.16,"$44,604.00","$2,582.90"," 16,125 "
PBI,No,2/23/2018,5/23/2018,Eversource Energy,Fairfield,Norwalk,06850,Trinity Solar,Sunnova,PPA,2.66,"$11,044.46",$651.21," 3,024 "
PBI,No,2/23/2018,4/27/2018,Eversource Energy,Middlesex,Middlefield,06455,Trinity Solar,Sunnova,PPA,4.72,"$13,961.22","$1,039.05"," 5,375 "
LMI PBI,No,2/26/2018,Pending,United Illuminating,Fairfield,Bridgeport,06604,PosiGen,PosiGen,Lease,6.27,"$25,347.59","$3,288.65"," 7,140 "
EPBB,No,2/26/2018,Pending,Eversource Energy,Middlesex,Clinton,06413,Trinity Solar,Does Not Apply,Smart-E Loan,11.51,"$42,569.00","$1,581.00"," 13,102 "
EPBB,No,2/26/2018,5/14/2018,Eversource Energy,New London,Groton,06340,Trinity Solar,Does Not Apply,Other Homeowner Purchase,2.32,"$8,352.00",$975.00," 2,642 "
PBI,No,2/26/2018,Pending,United Illuminating,Fairfield,Bridgeport,06066,PosiGen,PosiGen,Lease,4.56,"$18,434.61",$863.17," 5,193 "
LMI PBI,No,2/26/2018,Pending,United Illuminating,Fairfield,Bridgeport,06606,PosiGen,PosiGen,Lease,6.27,"$25,347.59","$3,288.65"," 7,140 "
LMI PBI,No,2/26/2018,Pending,United Illuminating,New Haven,Hamden,06517,PosiGen,PosiGen,Lease,4.56,"$18,434.61","$2,466.19"," 5,193 "
LMI PBI,No,2/26/2018,Pending,Eversource Energy,Windham,Plainfield,06354,PosiGen,PosiGen,Lease,8.55,"$34,564.90","$4,384.87"," 9,737 "
