Program,Solarize CT, Date of Application,Completed,Electric Utility,County,Municipality, Zip Code,Contractor,System Owner,System Financing,System Size (kW STC),Total System Costs,Total Incentive  Approved, Estimated Annual Production  (kWh) 
EPBB,Yes,2/5/2013,5/15/2013,Eversource Energy,Middlesex,Durham,06422,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,5.25,"$18,375.00","$10,725.00"," 5,979 "
PBI,No,2/5/2013,4/2/2013,Eversource Energy,Fairfield,Stamford,06902,SolarCity,Does Not Apply,PPA,1.92,"$9,552.00","$3,804.30"," 2,186 "
EPBB,Yes,2/5/2013,6/10/2013,Eversource Energy,Middlesex,Durham,06422,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,7.50,"$26,253.00","$11,364.00"," 8,541 "
EPBB,Yes,2/5/2013,11/21/2013,Eversource Energy,Fairfield,Westport,06880,Encon,Does Not Apply,Other Homeowner Purchase,2.50,"$12,960.00","$4,232.00"," 2,847 "
EPBB,Yes,2/5/2013,6/30/2013,Eversource Energy,Middlesex,Durham,06422,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,6.00,"$23,520.00","$10,755.00"," 6,833 "
EPBB,No,2/5/2013,6/28/2013,United Illuminating,Fairfield,Fairfield,06890,Direct Energy Solar,Does Not Apply,Other Homeowner Purchase,8.09,"$42,012.50","$10,004.00"," 9,207 "
PBI,Yes,2/5/2013,10/25/2013,United Illuminating,Fairfield,Fairfield,06824,Direct Energy Solar,NRG Residential Solar Solutions,Lease,8.50,"$23,963.00","$11,535.30"," 9,680 "
EPBB,No,2/5/2013,3/25/2013,Eversource Energy,Hartford,Plainville,06062,EcoSmart Home Services,Does Not Apply,Other Homeowner Purchase,5.20,"$23,000.00","$8,048.00"," 5,922 "
EPBB,Yes,2/5/2013,1/23/2014,United Illuminating,Fairfield,Fairfield,06824,Direct Energy Solar,Does Not Apply,Other Homeowner Purchase,10.50,"$37,275.00","$13,687.00"," 11,957 "
EPBB,No,2/5/2013,2/27/2013,Eversource Energy,Fairfield,Westport,06880,Encon,Does Not Apply,Other Homeowner Purchase,4.80,"$16,656.00","$5,829.00"," 5,466 "
PBI,No,2/5/2013,4/10/2013,Eversource Energy,Litchfield,Torrington,06790,SolarCity,Does Not Apply,PPA,5.52,"$27,876.00","$8,819.10"," 6,286 "
PBI,No,2/5/2013,3/11/2013,Eversource Energy,Hartford,West Hartford,06117,SolarCity,Does Not Apply,PPA,3.60,"$18,180.00","$5,267.40"," 4,100 "
PBI,No,2/5/2013,3/15/2013,Eversource Energy,Middlesex,Portland,06480,SolarCity,SolarCity,PPA,6.37,"$32,168.50","$12,852.60"," 7,254 "
EPBB,No,2/5/2013,9/16/2013,Eversource Energy,Hartford,Glastonbury,06033,Shippee Solar and Construction,Does Not Apply,Other Homeowner Purchase,7.65,"$33,910.00","$9,805.00"," 8,712 "
EPBB,No,2/5/2013,8/15/2013,Eversource Energy,Fairfield,Westport,06880,Encon,Does Not Apply,Other Homeowner Purchase,8.25,"$29,304.00","$10,073.00"," 9,395 "
EPBB,No,2/6/2013,4/30/2013,Eversource Energy,Fairfield,Norwalk,06850,Renewable Resources,Does Not Apply,Other Homeowner Purchase,2.88,"$12,288.00","$3,717.00"," 3,280 "
PBI,No,2/7/2013,3/28/2013,Eversource Energy,Hartford,West Hartford,06110,SolarCity,Does Not Apply,PPA,3.12,"$15,756.00","$6,069.00"," 3,553 "
EPBB,No,2/7/2013,5/14/2013,Eversource Energy,Litchfield,Washington,06777,Litchfield Hills Solar,Does Not Apply,Other Homeowner Purchase,7.84,"$32,536.00","$9,842.00"," 8,928 "
EPBB,Yes,2/8/2013,7/23/2013,Eversource Energy,Middlesex,Portland,06480,RGS Energy,Does Not Apply,Other Homeowner Purchase,2.70,"$10,402.00","$4,893.00"," 3,069 "
EPBB,Yes,2/8/2013,5/7/2013,Eversource Energy,Fairfield,Westport,06880,Encon,Does Not Apply,Other Homeowner Purchase,3.60,"$17,352.00","$6,353.00"," 4,096 "
EPBB,Yes,2/8/2013,11/5/2013,United Illuminating,Fairfield,Fairfield,06824,Direct Energy Solar,Does Not Apply,Other Homeowner Purchase,12.50,"$46,875.00","$12,934.00"," 14,229 "
EPBB,No,2/8/2013,5/24/2013,Eversource Energy,Fairfield,Westport,06880,Encon,Does Not Apply,Other Homeowner Purchase,5.00,"$25,704.00","$5,307.00"," 5,694 "
PBI,Yes,2/12/2013,4/3/2014,United Illuminating,Fairfield,Fairfield,06824,Direct Energy Solar,NRG Residential Solar Solutions,Lease,5.75,"$20,413.00","$6,988.95"," 6,548 "
EPBB,Yes,2/12/2013,5/7/2013,United Illuminating,Fairfield,Fairfield,06824,Direct Energy Solar,Does Not Apply,Other Homeowner Purchase,8.58,"$30,161.74","$12,261.00"," 9,765 "
EPBB,Yes,2/12/2013,4/5/2013,United Illuminating,Fairfield,Fairfield,06890,Direct Energy Solar,Does Not Apply,Other Homeowner Purchase,9.56,"$34,613.00","$12,002.00"," 10,881 "
EPBB,Yes,2/12/2013,6/27/2013,United Illuminating,Fairfield,Fairfield,06824,Direct Energy Solar,Does Not Apply,Other Homeowner Purchase,7.60,"$26,712.74","$11,116.00"," 8,649 "
EPBB,Yes,2/12/2013,6/28/2013,United Illuminating,Fairfield,Fairfield,06824,Direct Energy Solar,Does Not Apply,Other Homeowner Purchase,9.07,"$31,916.58","$12,036.00"," 10,323 "
EPBB,Yes,2/12/2013,4/24/2013,United Illuminating,Fairfield,Fairfield,06825,Direct Energy Solar,Does Not Apply,Other Homeowner Purchase,8.33,"$30,987.50","$10,988.00"," 9,486 "
EPBB,Yes,2/12/2013,5/8/2013,United Illuminating,Fairfield,Fairfield,06825,Direct Energy Solar,Does Not Apply,Other Homeowner Purchase,11.03,"$41,094.24","$12,886.00"," 12,555 "
EPBB,Yes,2/12/2013,6/28/2013,United Illuminating,Fairfield,Fairfield,06890,Direct Energy Solar,Does Not Apply,Other Homeowner Purchase,9.07,"$31,931.24","$12,184.00"," 10,323 "
PBI,Yes,2/13/2013,1/7/2014,United Illuminating,Fairfield,Fairfield,06825,Direct Energy Solar,NRG Residential Solar Solutions,Lease,10.75,"$37,275.00","$12,340.58"," 12,242 "
PBI,Yes,2/13/2013,2/20/2014,United Illuminating,Fairfield,Fairfield,06824,Direct Energy Solar,NRG Residential Solar Solutions,Lease,10.75,"$42,188.00","$15,712.43"," 12,242 "
EPBB,No,2/13/2013,12/23/2013,Eversource Energy,New London,Lyme,06371,C-TEC Solar,Does Not Apply,Other Homeowner Purchase,5.00,"$21,850.00","$1,994.78"," 5,694 "
EPBB,Yes,2/14/2013,5/1/2013,Eversource Energy,Middlesex,Durham,06422,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,9.00,"$34,650.00","$13,363.00"," 10,249 "
EPBB,Yes,2/14/2013,5/7/2013,Eversource Energy,Middlesex,Durham,06422,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,9.75,"$34,125.00","$14,971.00"," 11,103 "
EPBB,Yes,2/14/2013,5/7/2013,Eversource Energy,Middlesex,Durham,06422,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,6.50,"$26,950.00","$11,931.00"," 7,402 "
EPBB,Yes,2/14/2013,7/29/2013,Eversource Energy,Middlesex,Durham,06422,BeFree Green Energy,Does Not Apply,Smart-E Loan,10.75,"$42,000.00","$13,886.00"," 12,242 "
EPBB,Yes,2/14/2013,6/12/2013,Eversource Energy,Middlesex,Durham,06422,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,7.00,"$26,950.00","$10,378.00"," 7,972 "
EPBB,Yes,2/14/2013,5/24/2013,Eversource Energy,Middlesex,Durham,06422,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,10.75,"$44,625.00","$15,981.00"," 12,242 "
EPBB,Yes,2/14/2013,6/12/2013,Eversource Energy,Middlesex,Durham,06422,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,11.00,"$52,250.00","$15,443.00"," 12,527 "
EPBB,Yes,2/14/2013,10/18/2013,Eversource Energy,Middlesex,Portland,06480,RGS Energy,Does Not Apply,Other Homeowner Purchase,5.88,"$21,226.00","$8,841.00"," 6,696 "
EPBB,Yes,2/14/2013,6/10/2013,Eversource Energy,Middlesex,Durham,06422,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,5.00,"$17,500.00","$8,889.00"," 5,694 "
EPBB,Yes,2/14/2013,9/6/2013,Eversource Energy,Middlesex,Durham,06422,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,11.00,"$38,500.00","$13,842.00"," 12,527 "
EPBB,Yes,2/14/2013,6/10/2013,Eversource Energy,Middlesex,Durham,06422,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,8.75,"$34,125.00","$13,745.00"," 9,965 "
EPBB,Yes,2/14/2013,6/19/2013,Eversource Energy,Middlesex,Durham,06422,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,11.00,"$38,500.00","$15,306.00"," 12,527 "
EPBB,Yes,2/14/2013,6/27/2013,Eversource Energy,Middlesex,Durham,06422,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,7.50,"$28,876.00","$12,682.00"," 8,541 "
EPBB,Yes,2/14/2013,6/19/2013,Eversource Energy,Middlesex,Durham,06422,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,6.50,"$22,750.00","$10,905.00"," 7,402 "
EPBB,Yes,2/14/2013,4/24/2013,Eversource Energy,Middlesex,Durham,06422,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,9.00,"$31,500.00","$10,770.00"," 10,249 "
EPBB,Yes,2/14/2013,6/25/2013,Eversource Energy,Middlesex,Durham,06422,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,7.25,"$28,525.00","$12,039.00"," 8,256 "
EPBB,Yes,2/14/2013,4/23/2013,Eversource Energy,Fairfield,Westport,06880,Encon,Does Not Apply,Other Homeowner Purchase,10.92,"$39,967.20","$15,138.00"," 12,436 "
EPBB,Yes,2/14/2013,5/15/2013,Eversource Energy,Middlesex,Durham,06422,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,11.00,"$38,500.00","$15,015.00"," 12,527 "
EPBB,Yes,2/14/2013,7/29/2013,Eversource Energy,Middlesex,Durham,06422,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,11.00,"$41,125.00","$14,839.00"," 12,527 "
EPBB,Yes,2/14/2013,7/15/2013,Eversource Energy,Middlesex,Durham,06422,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,11.00,"$38,500.00","$14,370.00"," 12,527 "
EPBB,No,2/14/2013,10/17/2013,Eversource Energy,Middlesex,Middlefield,06481,RGS Energy,Does Not Apply,Other Homeowner Purchase,11.45,"$60,768.00","$11,501.00"," 13,034 "
PBI,No,2/14/2013,3/21/2013,Eversource Energy,Hartford,West Hartford,06117,SolarCity,Does Not Apply,PPA,4.32,"$23,028.00","$8,728.50"," 4,920 "
PBI,No,2/14/2013,4/30/2013,Eversource Energy,Hartford,Newington,06111,SolarCity,Does Not Apply,PPA,7.92,"$39,996.00","$14,111.10"," 9,019 "
PBI,No,2/14/2013,4/2/2013,Eversource Energy,Fairfield,Sherman,06784,SolarCity,Does Not Apply,PPA,2.88,"$22,966.15","$5,155.20"," 3,280 "
PBI,No,2/14/2013,5/16/2013,Eversource Energy,Fairfield,Darien,06820,SolarCity,Does Not Apply,PPA,2.45,"$12,372.50","$4,529.40"," 2,790 "
PBI,No,2/14/2013,4/16/2013,Eversource Energy,New London,Stonington,06378,SolarCity,Does Not Apply,PPA,4.32,"$21,816.00","$9,393.30"," 4,920 "
EPBB,No,2/14/2013,7/10/2013,Eversource Energy,Hartford,Windsor Locks,06096,Harness the Sun,Does Not Apply,Other Homeowner Purchase,5.50,"$24,750.00","$6,856.00"," 6,263 "
EPBB,Yes,2/15/2013,5/7/2013,United Illuminating,Fairfield,Fairfield,06824,Direct Energy Solar,Does Not Apply,Other Homeowner Purchase,4.90,"$17,145.00","$8,297.00"," 5,580 "
PBI,Yes,2/15/2013,1/7/2014,United Illuminating,Fairfield,Fairfield,06824,Direct Energy Solar,NRG Residential Solar Solutions,Lease,10.92,"$47,813.00","$15,844.50"," 12,436 "
EPBB,Yes,2/15/2013,6/3/2013,Eversource Energy,Fairfield,Westport,06880,Encon,Does Not Apply,Other Homeowner Purchase,10.08,"$34,977.59","$11,457.00"," 11,479 "
EPBB,Yes,2/15/2013,5/7/2013,Eversource Energy,Fairfield,Westport,06880,Encon,Does Not Apply,Other Homeowner Purchase,5.50,"$19,641.60","$9,162.00"," 6,263 "
EPBB,Yes,2/15/2013,4/16/2013,Eversource Energy,Fairfield,Westport,06880,Encon,Does Not Apply,Other Homeowner Purchase,7.80,"$29,328.00","$10,545.00"," 8,883 "
EPBB,No,2/15/2013,6/11/2013,Eversource Energy,Windham,Putnam,06260,Shippee Solar and Construction,Does Not Apply,Other Homeowner Purchase,5.10,"$22,435.00","$6,602.00"," 5,808 "
EPBB,No,2/15/2013,6/10/2013,Eversource Energy,New London,North Stonington,06359,Shippee Solar and Construction,Does Not Apply,Other Homeowner Purchase,9.88,"$44,457.00","$10,806.00"," 11,251 "
EPBB,No,2/15/2013,9/20/2013,Eversource Energy,Windham,Pomfret,06258,Shippee Solar and Construction,Does Not Apply,Other Homeowner Purchase,3.50,"$14,786.00","$5,175.00"," 3,986 "
EPBB,Yes,2/19/2013,5/7/2013,Eversource Energy,Fairfield,Westport,06880,Encon,Does Not Apply,Other Homeowner Purchase,5.25,"$17,488.80","$8,991.00"," 5,979 "
EPBB,Yes,2/20/2013,7/19/2013,Eversource Energy,Middlesex,Portland,06480,RGS Energy,Does Not Apply,Other Homeowner Purchase,8.82,"$34,045.00","$12,921.00"," 10,044 "
PBI,Yes,2/20/2013,1/31/2014,United Illuminating,Fairfield,Fairfield,06824,Direct Energy Solar,NRG Residential Solar Solutions,Lease,10.00,"$35,500.00","$10,869.98"," 11,388 "
EPBB,No,2/20/2013,5/3/2013,Eversource Energy,Litchfield,New Milford,06776,Deak Electric,Does Not Apply,Other Homeowner Purchase,7.50,"$38,965.00","$9,757.00"," 8,541 "
PBI,No,2/21/2013,6/4/2013,United Illuminating,Fairfield,Trumbull,06611,SolarCity,SolarCity,PPA,3.43,"$17,321.50","$6,629.10"," 3,906 "
PBI,No,2/21/2013,4/10/2013,Eversource Energy,Hartford,Glastonbury,06033,SolarCity,Does Not Apply,PPA,6.86,"$34,643.00","$13,465.80"," 7,812 "
PBI,No,2/21/2013,6/10/2013,Eversource Energy,Hartford,Enfield,06082,SolarCity,Does Not Apply,PPA,8.58,"$43,303.75","$17,035.50"," 9,765 "
PBI,No,2/21/2013,4/2/2013,Eversource Energy,Hartford,Manchester,06042,SolarCity,Does Not Apply,PPA,1.68,"$8,484.00","$3,663.90"," 1,913 "
PBI,No,2/21/2013,5/24/2013,Eversource Energy,Tolland,Columbia,06237,SolarCity,Does Not Apply,PPA,8.40,"$42,420.00","$13,545.90"," 9,566 "
PBI,No,2/21/2013,6/12/2013,United Illuminating,Fairfield,Shelton,06484,SolarCity,Does Not Apply,PPA,9.84,"$49,692.00","$20,889.60"," 11,206 "
EPBB,No,2/21/2013,11/18/2013,Eversource Energy,Windham,Killingly,06239,Shippee Solar and Construction,Does Not Apply,Other Homeowner Purchase,1.56,"$8,100.00","$2,401.00"," 1,777 "
EPBB,No,2/21/2013,7/28/2014,Eversource Energy,New Haven,Madison,06443,Shippee Solar and Construction,Does Not Apply,Other Homeowner Purchase,10.60,"$45,130.00","$10,215.00"," 12,071 "
EPBB,No,2/25/2013,7/17/2013,Eversource Energy,Fairfield,Norwalk,06854,RGS Energy,Does Not Apply,Other Homeowner Purchase,5.76,"$25,003.00","$7,603.00"," 6,559 "
EPBB,Yes,2/25/2013,8/29/2013,Eversource Energy,Fairfield,Westport,06880,Encon,Does Not Apply,Other Homeowner Purchase,4.08,"$14,157.60","$6,883.00"," 4,646 "
PBI,No,2/25/2013,6/6/2013,Eversource Energy,New Haven,Branford,06405,SolarCity,Does Not Apply,PPA,5.15,"$25,982.25","$11,238.60"," 5,859 "
PBI,No,2/25/2013,4/15/2013,Eversource Energy,Fairfield,Norwalk,06851,SolarCity,Does Not Apply,PPA,9.60,"$48,480.00","$17,707.50"," 10,932 "
PBI,No,2/26/2013,4/10/2013,Eversource Energy,New London,Ledyard,06335,SolarCity,Does Not Apply,PPA,10.78,"$54,439.00","$17,247.00"," 12,276 "
PBI,No,2/27/2013,5/8/2013,Eversource Energy,Litchfield,Norfolk,06058,SolarCity,Does Not Apply,PPA,8.88,"$44,844.00","$16,950.30"," 10,113 "
EPBB,Yes,2/28/2013,8/14/2013,Eversource Energy,Fairfield,Westport,06880,Encon,Does Not Apply,Other Homeowner Purchase,5.76,"$19,987.20","$6,192.00"," 6,559 "
PBI,No,2/28/2013,4/16/2013,Eversource Energy,Tolland,Vernon,06066,SolarCity,Does Not Apply,PPA,9.07,"$45,778.25","$17,842.50"," 10,323 "
EPBB,No,2/28/2013,5/23/2013,Eversource Energy,Middlesex,Old Saybrook,06475,Waldo Renewable Electric,Does Not Apply,Other Homeowner Purchase,16.08,"$66,188.42","$8,631.00"," 18,312 "
EPBB,No,3/1/2013,12/23/2013,Eversource Energy,Litchfield,Warren,06754,Bella Casa Verde,Does Not Apply,Other Homeowner Purchase,7.65,"$32,100.00","$9,864.00"," 8,712 "
EPBB,No,3/1/2013,6/6/2013,Eversource Energy,Hartford,Glastonbury,06033,JD Solar Solutions,Does Not Apply,Other Homeowner Purchase,5.76,"$25,500.00","$7,341.00"," 6,559 "
EPBB,No,3/5/2013,5/13/2013,Eversource Energy,Fairfield,Ridgefield,06877,Northeast Smart Energy,Does Not Apply,Other Homeowner Purchase,18.72,"$72,522.00","$11,501.00"," 21,318 "
EPBB,Yes,3/6/2013,6/10/2013,Eversource Energy,Middlesex,Durham,06422,BeFree Green Energy,Does Not Apply,Other Homeowner Purchase,7.50,"$26,250.00","$12,846.00"," 8,541 "
PBI,No,3/6/2013,10/1/2013,Eversource Energy,Tolland,Union,06076,SolarCity,Does Not Apply,PPA,7.68,"$38,784.00","$14,655.30"," 8,746 "
EPBB,No,3/7/2013,6/3/2013,Eversource Energy,Hartford,Glastonbury,06033,JD Solar Solutions,Does Not Apply,Other Homeowner Purchase,5.76,"$23,000.00","$7,439.00"," 6,559 "
PBI,No,3/8/2013,5/20/2013,Eversource Energy,Tolland,Tolland,06084,SolarCity,Does Not Apply,PPA,8.82,"$44,541.00","$18,288.90"," 10,044 "
PBI,No,3/8/2013,5/30/2013,Eversource Energy,New London,East Lyme,06333,SolarCity,Does Not Apply,PPA,9.56,"$48,252.75","$15,241.80"," 10,881 "
PBI,No,3/8/2013,10/2/2013,Eversource Energy,Hartford,Hartford,06106,SolarCity,SolarCity,PPA,5.04,"$25,452.00","$10,609.20"," 5,740 "
EPBB,No,3/12/2013,5/24/2013,United Illuminating,New Haven,East Haven,06512,Aegis Electrical Systems,Does Not Apply,Other Homeowner Purchase,6.50,"$25,935.00","$9,077.00"," 7,402 "
PBI,No,3/12/2013,7/9/2013,Eversource Energy,Fairfield,Norwalk,06853,SolarCity,Does Not Apply,PPA,5.04,"$25,452.00","$10,038.60"," 5,740 "
PBI,No,3/14/2013,6/12/2013,Eversource Energy,Windham,Brooklyn,06234,SolarCity,Does Not Apply,PPA,5.64,"$28,456.75","$10,676.70"," 6,417 "
PBI,No,3/14/2013,5/17/2013,Eversource Energy,Litchfield,Thomaston,06787,SolarCity,Does Not Apply,PPA,9.56,"$48,252.75","$17,636.40"," 10,881 "
EPBB,No,3/14/2013,4/24/2013,Eversource Energy,Middlesex,Clinton,06413,Renewable Resources,Does Not Apply,Other Homeowner Purchase,7.65,"$30,666.00","$9,808.00"," 8,712 "
EPBB,No,3/14/2013,2/18/2014,Eversource Energy,Hartford,Avon,06001,Ross Solar,Does Not Apply,Other Homeowner Purchase,11.40,"$47,810.00","$11,501.00"," 12,982 "
EPBB,No,3/14/2013,4/30/2013,Eversource Energy,Tolland,Ellington,06029,Earthlight Technologies,Does Not Apply,Other Homeowner Purchase,9.18,"$40,300.00","$10,459.00"," 10,454 "
PBI,No,3/19/2013,9/3/2013,United Illuminating,New Haven,Hamden,06517,SolarCity,Does Not Apply,PPA,3.01,"$15,200.50","$6,335.70"," 3,428 "
PBI,No,3/19/2013,5/17/2013,Eversource Energy,Middlesex,Old Saybrook,06475,SolarCity,Does Not Apply,PPA,4.17,"$21,033.25","$6,175.80"," 4,743 "
EPBB,No,3/19/2013,12/9/2013,Eversource Energy,Fairfield,Stamford,06903,Centurion Solar Energy,Does Not Apply,Other Homeowner Purchase,7.02,"$29,835.00","$9,490.00"," 7,994 "
PBI,No,3/25/2013,9/3/2013,Eversource Energy,Fairfield,Danbury,06811,SolarCity,Does Not Apply,PPA,4.90,"$24,745.00","$7,306.20"," 5,580 "
PBI,No,3/25/2013,5/15/2013,Eversource Energy,New Haven,Waterbury,06706,SolarCity,Does Not Apply,PPA,5.28,"$26,664.00","$8,682.30"," 6,013 "
PBI,No,3/25/2013,5/8/2013,Eversource Energy,New London,Lisbon,06351,SolarCity,Does Not Apply,PPA,5.39,"$27,219.50","$10,735.50"," 6,138 "
EPBB,No,3/25/2013,5/15/2013,Eversource Energy,Hartford,Canton,06019,AllGreenIT,Does Not Apply,Other Homeowner Purchase,6.50,"$23,742.00","$8,309.00"," 7,402 "
PBI,No,3/25/2013,5/17/2013,Eversource Energy,Hartford,Windsor Locks,06096,SolarCity,Does Not Apply,PPA,6.86,"$34,643.00","$15,117.30"," 7,812 "
EPBB,No,3/28/2013,4/24/2013,Eversource Energy,Fairfield,Brookfield,06804,Direct Energy Solar,Does Not Apply,Other Homeowner Purchase,7.84,"$32,400.00","$7,256.00"," 8,928 "
PBI,No,3/28/2013,7/19/2013,United Illuminating,New Haven,New Haven,06511,SolarCity,Does Not Apply,PPA,5.28,"$27,489.00","$11,014.50"," 6,013 "
EPBB,Yes,4/1/2013,6/10/2013,Eversource Energy,Tolland,Mansfield,06235,C-TEC Solar,Does Not Apply,Other Homeowner Purchase,6.72,"$26,028.16","$9,109.00"," 7,653 "
PBI,No,4/1/2013,6/13/2013,Eversource Energy,Hartford,Simsbury,06070,SolarCity,Does Not Apply,PPA,5.39,"$27,219.50","$11,256.30"," 6,138 "
PBI,No,4/1/2013,7/12/2013,United Illuminating,New Haven,Milford,06460,Renewable Resources,Renewable Resources,PPA,4.80,"$18,480.00","$9,187.20"," 5,466 "
PBI,No,4/1/2013,11/8/2013,United Illuminating,New Haven,North Haven,06473,SolarCity,SolarCity,PPA,9.56,"$48,252.75","$17,001.60"," 10,881 "
EPBB,No,4/1/2013,6/10/2013,United Illuminating,Fairfield,Fairfield,06824,Renewable Resources,Does Not Apply,Other Homeowner Purchase,8.93,"$33,022.50","$7,582.00"," 10,164 "
PBI,No,4/1/2013,5/8/2013,Eversource Energy,Tolland,Ellington,06029,SolarCity,Does Not Apply,PPA,5.64,"$28,456.75","$10,525.50"," 6,417 "
PBI,No,4/1/2013,6/14/2013,Eversource Energy,Fairfield,New Canaan,06840,SolarCity,Does Not Apply,PPA,6.37,"$32,168.50","$11,337.90"," 7,254 "
PBI,No,4/1/2013,5/23/2013,Eversource Energy,Hartford,Manchester,06040,SolarCity,Does Not Apply,PPA,4.66,"$23,507.75","$8,323.20"," 5,301 "
EPBB,No,4/1/2013,6/6/2013,Eversource Energy,Litchfield,Canaan,06018,Ross Solar,Does Not Apply,CT Solar Loan,5.23,"$32,100.00","$8,441.00"," 5,958 "
PBI,No,4/1/2013,5/14/2013,Eversource Energy,Windham,Ashford,06278,SolarCity,Does Not Apply,PPA,6.48,"$32,724.00","$12,618.00"," 7,379 "
EPBB,No,4/1/2013,1/26/2015,Eversource Energy,Hartford,Windsor Locks,06096,Ross Solar,Does Not Apply,Other Homeowner Purchase,8.63,"$39,749.50","$10,404.00"," 9,822 "
PBI,No,4/1/2013,6/10/2013,Eversource Energy,Windham,Killingly,06241,SolarCity,Does Not Apply,PPA,7.04,"$35,552.00","$15,487.20"," 8,017 "
EPBB,No,4/3/2013,6/3/2013,Eversource Energy,Hartford,Glastonbury,06033,JD Solar Solutions,Does Not Apply,Other Homeowner Purchase,4.80,"$21,500.00","$6,187.00"," 5,466 "
PBI,No,4/3/2013,4/26/2013,Eversource Energy,New London,Groton,06340,SolarCity,Does Not Apply,PPA,4.08,"$20,604.00","$8,557.80"," 4,646 "
EPBB,No,4/3/2013,4/30/2013,Eversource Energy,Middlesex,Old Saybrook,06475,Trinity Solar,Does Not Apply,Other Homeowner Purchase,7.65,"$31,900.25","$9,841.00"," 8,712 "
EPBB,No,4/3/2013,9/10/2013,Eversource Energy,Middlesex,Portland,06480,RGS Energy,Does Not Apply,Other Homeowner Purchase,6.86,"$28,880.00","$9,416.00"," 7,812 "
PBI,No,4/3/2013,6/11/2013,Eversource Energy,Hartford,East Windsor,06016,SolarCity,Does Not Apply,PPA,11.03,"$59,388.00","$20,752.50"," 12,555 "
PBI,No,4/4/2013,11/8/2013,United Illuminating,New Haven,Hamden,06514,SolarCity,SolarCity,PPA,10.78,"$54,439.00","$15,917.40"," 12,276 "
EPBB,No,4/4/2013,10/1/2013,Eversource Energy,Middlesex,Old Saybrook,06475,Waldo Renewable Electric,Does Not Apply,Other Homeowner Purchase,5.56,"$32,238.97","$8,820.00"," 6,331 "
PBI,No,4/4/2013,7/12/2013,United Illuminating,New Haven,Milford,06461,SolarCity,SolarCity,PPA,5.88,"$29,694.00","$9,267.00"," 6,696 "
EPBB,No,4/4/2013,7/2/2013,Eversource Energy,Hartford,Enfield,06082,Ross Solar,Does Not Apply,CT Solar Loan,8.06,"$36,574.00","$10,013.00"," 9,179 "
PBI,No,4/4/2013,7/8/2013,United Illuminating,New Haven,Hamden,06517,SolarCity,Does Not Apply,PPA,3.19,"$16,784.25","$6,248.40"," 3,627 "
PBI,No,4/4/2013,12/12/2013,United Illuminating,Fairfield,Stratford,06497,Direct Energy Solar,NRG Residential Solar Solutions,Lease,6.86,"$28,900.00","$10,742.18"," 7,812 "
EPBB,No,4/4/2013,8/6/2013,Eversource Energy,Fairfield,Greenwich,06807,Direct Energy Solar,Does Not Apply,Other Homeowner Purchase,5.15,"$22,210.00","$6,384.00"," 5,859 "
PBI,No,4/4/2013,6/27/2013,United Illuminating,New Haven,West Haven,06516,SolarCity,Does Not Apply,PPA,3.92,"$19,796.00","$8,355.00"," 4,464 "
PBI,No,4/4/2013,5/17/2013,Eversource Energy,New Haven,Madison,06443,SolarCity,Does Not Apply,PPA,6.37,"$32,168.50","$13,186.80"," 7,254 "
EPBB,Yes,4/4/2013,6/25/2013,Eversource Energy,Hartford,Canton,06019,Ross Solar,Does Not Apply,Other Homeowner Purchase,9.36,"$32,922.00","$10,657.00"," 10,659 "
PBI,No,4/4/2013,6/10/2013,Eversource Energy,New Haven,Oxford,06478,SolarCity,Does Not Apply,PPA,9.07,"$42,420.00","$17,982.90"," 10,323 "
PBI,No,4/4/2013,6/12/2013,Eversource Energy,Middlesex,Middletown,06457,SolarCity,Does Not Apply,PPA,4.80,"$24,240.00","$8,289.30"," 5,466 "
EPBB,No,4/4/2013,6/19/2013,Eversource Energy,Fairfield,Stamford,06905,PurePoint Energy,Does Not Apply,Other Homeowner Purchase,7.65,"$34,731.00","$9,749.00"," 8,712 "
EPBB,Yes,4/8/2013,5/9/2013,Eversource Energy,Tolland,Mansfield,06250,C-TEC Solar,Does Not Apply,Other Homeowner Purchase,7.20,"$26,296.00","$9,203.00"," 8,199 "
PBI,No,4/8/2013,9/11/2013,Eversource Energy,Fairfield,Westport,06880,Sungevity,Sungevity,Lease,8.58,"$47,419.75","$13,977.90"," 9,765 "
